id,national_code,title,tga_status,state_code,nominal_hours
2113,ICTSS00108,Digital Skills for Small Business Skill Set   ,Current,,
2114,ICTSS00109,Entry to Tech Skill Set   ,Current,,
2115,ICTSS00110,Radio Frequency Skill Set   ,Current,,
2116,ICTSS00111,Optical Networking Skill Set   ,Current,,
2117,ICTSS00113,Telecommunications Networking Management Skill Set   ,Current,,
2118,ICTSS00114,Advanced Telecommunications Networking Skill Set   ,Current,,
2119,ICTSS00115,XG Cellular Network Infrastructure Rollout Skill Set   ,Current,,
2120,ICTSS00116,XG Cellular Network Implementation Skill Set   ,Current,,
2121,ICTSS00117,Cyber Security Insider Risks and Threats Skill Set   ,Current,,
2122,ICTSS00118,User Experience Design Skill Set   ,Current,,
2123,ICTSS00119,Advanced Data Analytics Skill Set   ,Current,,
2124,ICTSS00120,Artificial Intelligence Skill Set   ,Current,,
2125,ICTSS00121,Extended Reality Skill Set   ,Current,,
2126,ICTSS00122,Industrial Automation Skill Set   ,Current,,
2127,ICTSS00123,Software Automation Skill Set   ,Current,,
2128,ICTSS00124,Cloud Infrastructure Skill Set   ,Current,,
2129,ICTSS00125,Cloud Security Skill Set   ,Current,,
2130,ICTSS00126,Advanced Cyber Incident Threat Detection and Prevention Skill Set   ,Current,,
2131,ICTSS00127,Cloud Programmer Skill Set   ,Current,,
2132,ICTSS00128,Network Security and System Protection Skill Set   ,Current,,
2133,ICTSS00129,DevOps System Administration Skill Set   ,Current,,
2134,ICTSS00130,Intermediate Digital Skills for Small Business Skill Set   ,Current,,
2135,ICTSS00131,Introduction to Assistive Technologies Skill Set   ,Current,,
2136,ICTSS00132,Core Technical IT Skills for Introductory Roles Skill Set   ,Current,,
2137,ICTSS00133,Core Transferable IT Skills for Introductory Roles Skill Set   ,Current,,
2138,ICTSS00134,Database Development for Introductory Roles Skill Set   ,Current,,
2139,ICTSS00135,Database Maintenance for Introductory Roles Skill Set   ,Current,,
2140,ICTSS00136,Gaming Development for Introductory Roles Skill Set   ,Current,,
2141,ICTSS00137,Networking for Introductory Roles Skill Set   ,Current,,
2142,ICTSS00138,Programming Skills for Introductory Roles Skill Set   ,Current,,
2143,ICTSS00139,Systems Administration Support Skills for Introductory Roles Skill Set   ,Current,,
2144,ICTSS00140,Web Development for Introductory Roles Skill Set   ,Current,,
2145,ICTSS00141,Core Technical IT Skills for Intermediate Roles Skill Set   ,Current,,
2146,ICTSS00142,Core Transferable IT Skills for Intermediate Roles Skill Set   ,Current,,
2147,ICTSS00143,Networking Skills for Intermediate Roles Skill Set   ,Current,,
2148,ICTSS00144,Programming Skills for Intermediate Roles Skill Set   ,Current,,
2149,ICTSS00145,Back End Web Development for Intermediate Roles Skill Set   ,Current,,
2150,ICTSS00146,Business Analysis for Intermediate Roles Skill Set   ,Current,,
2151,ICTSS00147,Cloud Architecture for Intermediate Roles Skill Set   ,Current,,
2152,ICTSS00148,Cloud Engineering for Intermediate Roles Skill Set   ,Current,,
2153,ICTSS00149,Cyber Security for Intermediate Roles Skill Set   ,Current,,
2154,ICTSS00150,Database and Data Management for Intermediate Roles Skill Set   ,Current,,
2155,ICTSS00151,Front End Web Development for Intermediate Roles Skill Set   ,Current,,
2156,ICTSS00152,Game Art and Design for Intermediate Roles Skill Set   ,Current,,
2157,ICTSS00153,Game Programming for Intermediate Roles Skill Set   ,Current,,
2158,ICTSS00154,Systems Administration for Intermediate Roles Skill Set   ,Current,,
2159,ICTSS00155,Systems Analysis for Intermediate ICT Roles Skill Set   ,Current,,
2160,ICTSS00156,Telecommunications Network Engineering for Intermediate Roles Skill Set   ,Current,,
2161,ICTSS00157,Core Technical IT Skills for Advanced Roles Skill Set   ,Current,,
2162,ICTSS00158,Core Transferable IT Skills for Advanced Roles Skill Set   ,Current,,
2163,ICTSS00159,Data Management Information Skills for Advanced Roles Skill Set   ,Current,,
2164,ICTSS00160,Cyber Security for Advanced Roles Skill Set   ,Current,,
2165,ICTSS00161,Full Stack Web Development for Advanced Roles Skill Set   ,Current,,
2166,ICTSS00162,Programming Skills for Advanced Roles Skill Set   ,Current,,
2167,ICTSS00163,IT Strategy and Organisational Development for Advanced Roles Skill Set   ,Current,,
2168,ICTSS00164,Systems Development and Analysis for Advanced Roles Skill Set   ,Current,,
2169,ICTSS00165,Telecommunications Network Engineering for Advanced Roles Skill Set   ,Current,,
2170,ICTSS00166,Application Development Specialist Skill Set   ,Current,,
2171,ICTSS00167,Basic Application Development Programmer Skill Set   ,Current,,
2172,ICTSS00168,Basic Web Development Specialist Skill Set   ,Current,,
2173,ICTSS00169,Certified Network Associate Technology Specialist Skill Set   ,Current,,
2174,ICTSS00170,Certified Network Professional Specialist - Voice and Wireless Skill Set   ,Current,,
2175,ICTSS00171,Security and Network Architect Specialist Skill Set   ,Current,,
2176,ICTSS00172,Certified Technology Specialist - Graphical User Interfaces Skill Set   ,Current,,
2177,ICTSS00173,Certified Web Design Specialist Skill Set   ,Current,,
2178,ICTSS00174,Hardware Technician Skill Set   ,Current,,
2179,ICTSS00175,Internetworking Systems Coordinator - Administrator Skill Set   ,Current,,
2180,ICTSS00176,Interactive Content Specialist Skill Set   ,Current,,
2181,ICTSS00177,System and Hardware Technician Skill Set   ,Current,,
2182,ICTSS00178,System and Network Plus Technician Skill Set   ,Current,,
2183,ICTSS00179,Virtualisation Specialist Skill Set   ,Current,,
2184,ICTSS00180,Visual Communications Specialist Skill Set   ,Current,,
2185,ICTSS00181,Website Administration Specialist Skill Set   ,Current,,
2186,ICTSS00182,Enterprise Desktop Virtualisation Specialist Skill Set   ,Current,,
2187,ICTSS00183,Enterprise Server Virtualisation Specialist Skill Set   ,Current,,
2188,ICTSS00184,Advanced ICT Sustainability Skill Set   ,Current,,
2189,ICTSS00185,Basic ICT Sustainability Skill Set   ,Current,,
2190,ICTSS00186,Civil Works - Installation of Pit and Pipe and FDH Skill Set   ,Current,,
2191,ICTSS00187,Commercial Digital Television Antenna Systems Installation Skill Set   ,Current,,
2192,ICTSS00188,Network Designer and Installation Skill Set   ,Current,,
2193,ICTSS00189,Digital Antenna System and Component Installation Skill Set   ,Current,,
2194,ICTSS00190,Convergence Installation in Small to Medium Networks Skill Set   ,Current,,
2195,ICTSS00191,Wireless LAN and IP Network Installation Skill Set   ,Current,,
2196,ICTICT427,"Identify, evaluate and apply current industry-specific technologies to meet organisational needs",,OAQ08,60
2197,ICTPRG430,Apply introductory Object-Oriented Language Skills,,OAQ05,60
